Date/Time,BLOCK TESTBLOCK STOREY 0:Zone Mean Air Temperature [C](Hourly),BLOCK TESTBLOCK STOREY 1:Zone Mean Air Temperature [C](Hourly) 
 01/08  24:00:00,8.60139327598068,3.1558371462877674 
 01/09  01:00:00,8.435104251184003,2.879811169970541 
 01/09  02:00:00,8.208079526294828,2.51151812268575 
 01/09  03:00:00,8.055805582472093,2.2087072845441577 
 01/09  04:00:00,7.905115019357113,1.9433642804447049 
 01/09  05:00:00,7.759825533353874,1.6913445307374775 
 01/09  06:00:00,7.625484487972174,1.450504799437173 
 01/09  07:00:00,7.56691212999678,1.2406657228282375 
 01/09  08:00:00,7.562030013733565,1.0527024973179636 
 01/09  09:00:00,7.848285278264592,1.1656666513804606 
 01/09  10:00:00,9.544932345407429,2.694178945597627 
 01/09  11:00:00,10.654465305112721,3.971825855217855 
 01/09  12:00:00,11.433955921399841,4.810736825796681 
 01/09  13:00:00,12.178958670114453,5.610282703034836 
 01/09  14:00:00,12.53772803110611,6.09836100059797 
 01/09  15:00:00,13.143387903040497,6.836001857933118 
 01/09  16:00:00,13.259825641964629,7.022910066312846 
 01/09  17:00:00,12.232343815212018,6.180805045303918 
 01/09  18:00:00,11.136961119962077,5.198017091387527 
 01/09  19:00:00,10.643627715122144,4.8076008618353189 
 01/09  20:00:00,10.371718889416942,4.602794072412662 
 01/09  21:00:00,10.10604536070005,4.389799858154626 
 01/09  22:00:00,9.819608751244461,4.128615205722497 
 01/09  23:00:00,9.5307048656371,3.8461915548639928 
 01/09  24:00:00,9.268622223657554,3.5654263782651607 
 01/10  01:00:00,9.073727599141531,3.3350935827320429 
 01/10  02:00:00,8.887566707339479,3.1041734419227637 
 01/10  03:00:00,8.712229275376022,2.8722126770014988 
 01/10  04:00:00,8.539779445969371,2.626698714319085 
 01/10  05:00:00,8.377218523106116,2.3817534045300094 
 01/10  06:00:00,8.215470057543034,2.1337576926168366 
 01/10  07:00:00,8.131133557883749,1.9329269904534384 
 01/10  08:00:00,8.081809567289339,1.7388831143127904 
 01/10  09:00:00,8.30707123328341,1.843496488343899 
 01/10  10:00:00,9.96677773120844,3.3847467456701718 
 01/10  11:00:00,11.289885440190798,4.882047936203378 
 01/10  12:00:00,11.975721795877626,5.66024439008751 
 01/10  13:00:00,12.740733554120965,6.4979421884015109 
 01/10  14:00:00,13.226298424172079,7.146124175366213 
 01/10  15:00:00,13.816621586258979,7.889663114176551 
 01/10  16:00:00,14.023853645845698,8.168576691389461 
 01/10  17:00:00,12.957129280046753,7.271101013386485 
 01/10  18:00:00,11.844628208271349,6.251877010876618 
 01/10  19:00:00,11.313794401841646,5.829717839213039 
 01/10  20:00:00,11.007823166739679,5.603946855071204 
 01/10  21:00:00,10.621553571840398,5.300666029977048 
 01/10  22:00:00,10.398934359260961,5.102634394383742 
 01/10  23:00:00,10.236516323816648,4.917011073470472 
 01/10  24:00:00,10.074397779223283,4.707871411070155 
 01/11  01:00:00,9.890674870066741,4.475714867864819 
 01/11  02:00:00,9.696214048079817,4.2226753599152009 
 01/11  03:00:00,9.515628693332208,3.9720718746167096 
 01/11  04:00:00,9.349638762966864,3.7262293227474947 
 01/11  05:00:00,9.189247461563295,3.4780749875570708 
 01/11  06:00:00,9.026824644247612,3.223741691754314 
 01/11  07:00:00,8.935793141856723,3.0254996906212048 
 01/11  08:00:00,8.880893383867857,2.857631335889943 
 01/11  09:00:00,9.084469788061322,2.976899482584318 
 01/11  10:00:00,9.849119890319513,3.6925341139976024 
 01/11  11:00:00,10.226713317988981,4.0237339883416489 
